StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q8,Q8_16_TEXT,Q9,Q9_22_TEXT,Q10,Q10_20_TEXT,Q11,Q11_33_TEXT,Q12,Q12_14_TEXT,Q13,Q13_28_TEXT,Q14,Q14_16_TEXT,Q15,Q16,Q17,Q18,Q18_23_TEXT,Q19,Q19_23_TEXT,Q20_15,Q20_26,Q20_27,Q20_28,Q20_29,Q20_30,Q20_31,Q20_32,Q20_33,Q20_34,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q22_15,Q22_26,Q22_27,Q22_28,Q22_29,Q22_30,Q22_31,Q22_32,Q22_33,Q22_34,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q24,Q25,Q26,Q27_9,Q28,Q28_8_TEXT,Q29,Q30,Q30_42_TEXT,Q31,Q32,Q33,Q34_1,Q35
2024-04-05 01:27:02,2024-04-05 01:55:41,IP Address,197.211.52.111,100,1719,True,2024-04-05 01:55:42,R_3NUrN0EFzuWGKdy,NA,NA,NA,NA,10,8,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,5- Open Code
(making analysis code publicly available)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
",NA,4- Agree,3- Neutral,5- Strongly agree,4- Agree,4- Agree,3- Neutral,NA,NA,3- My research doesn't involve this,1- I have done (including as a principal author or participant),3- My research doesn't involve this,3- My research doesn't involve this,3- My research doesn't involve this,3- My research doesn't involve this,NA,NA,4- High probability,3- Probable,NA,2- Low probability,3- Probable,3- Probable,NA,"3- I want to contribute to advancing new theories in the limited time I have rather than replicating past research,4- Some research questions are very complex and require expertise and skills in many areas, making it more challenging to conduct repetitive studies,5- Colleagues didn't replicate other people's research much, which made me think I didn't need to do it either,6- My supervisor did not want me to conduct replication studies",NA,"1- I don't know how to share my data; not familiar with the process or the platform to share the data,▢	2- There is a lack of long-term data storage solutions, and short-term data storage solutions require frequent maintenance, which is inconvenient ,3- Data sharing will cost lots of time ,4- Sharing data requires manual and cumbersome processes,5- The volume of data is too large to upload,9- I have exclusive ownership of my own data, and sharing it violates my rights,10- Sharing sensitive data leads to less privacy, and the inability to anonymise it raises some related issues",NA,"1- I don't know how to share my code; not familiar with the process or the platform to open code,2- There is a lack of long-term code storage solutions, and short-term code storage solutions require frequent maintenance, which is inconvenient,4- Open code requires manual and cumbersome processes,11- My colleagues are unwilling to open code, so I would not share my data either",NA,NA,NA,"1- There is no access to learn about registered reports or which journals accept registered reports,2- The number of journals accepting registered reports is low, while the existing registered reports journals do not cover a wide enough range of disciplines,3- It takes too long to publish a registered report compared to traditional publication models,4- Registered reports would require me to submit a study proposal before the beginning of the study and would limit flexibility",NA,"1- There is no access to learn about preprint platforms or the process of publishing preprints,2- Fewer journals involve preprints, which is not conducive to the subsequent publication of preprints in academic journals,10- Lack of sufficient incentives for me to change my habits,11- Most research institutions and universities do not recognise preprints. They cannot be equated with journal papers for graduation, title appraisal and project applications",NA,"1- Conferences, lectures, etc. on open science,7- Advocacy from supervisors, colleagues or university/college",NA,5- Highly willing,1- Strongly unwilling,1- Very difficult,"4- Inadequate funding and resources for research,5- Challenges of policy or administrative constraints on international cooperation,7- Research area specialisation and technical barriers,10- Potential impact of political and economic factors on cooperation",NA,"2- Google Scholar, web of science and other free indexing engines,5- Paid access to the journal's official website,9- Ask friends or academic community for help",NA,41,52,34,33,25,NA,NA,33,25,NA,"No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",42,30,58,29,37,33,32,49,49,61,Unacceptable,Acceptable,Acceptable,Unacceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Unacceptable,Unacceptable,1- Totally unimportant,"Yes, need human sample",4- High representativeness,58,Male,NA,36,Tutor,NA,"Federal university of Agriculture Makurdi, Benue state",Agriculture,2019,41,NA
2024-04-04 22:10:54,2024-04-05 02:17:39,IP Address,197.211.53.1,100,14804,True,2024-04-05 02:17:40,R_1sXualstBIzC5rY,NA,NA,NA,NA,9.0567,7.4969,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand",0- I don't know any of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3- Neutral,1- Strongly unwilling,3- Neutral,"2- Differences in academic culture and research practices,3- Legal restrictions on international data sharing and privacy protection issues,5- Challenges of policy or administrative constraints on international cooperation,10- Potential impact of political and economic factors on cooperation",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,5- Paid access to the journal's official website,7- Databases of societies such as the Royal Physical Society database,9- Ask friends or academic community for help",NA,NA,35,NA,NA,NA,NA,85,NA,41,NA,"Yes, I have done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before",NA,NA,54,NA,67,69,36,NA,NA,NA,Probably acceptable,Probably acceptable,Acceptable,Probably acceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,Probably acceptable,3- Moderately important,"Yes, need human sample",3- Medium representativeness,46,Male,NA,27,Postgraduate,NA,"Kogi State University, Anyigba","Management (including Business Management, Public Administration)",2022,52,NA
2024-04-05 02:20:47,2024-04-05 02:56:58,IP Address,163.171.138.32,100,2171,True,2024-04-05 02:57:00,R_6dKfVeL2EX8gr3a,NA,NA,NA,NA,43.1479,12.1097,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand",0- I don't know any of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5- Highly willing,1- Strongly unwilling,5- Very easy,"4- Inadequate funding and resources for research,5- Challenges of policy or administrative constraints on international cooperation,7- Research area specialisation and technical barriers,9- International differences in science evaluation and incentive mechanisms",NA,"1- Literature resources purchased by the university library,3- Professional paid academic databases such as Wanfang, and CQVIP (not purchased by the university, individual payment required),4- SCI-HUB,9- Ask friends or academic community for help",NA,100,100,100,47,84,58,78,78,86,89,"Yes, I have done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before",55,82,78,69,94,91,93,100,99,78,Acceptable,Acceptable,Acceptable,Acceptable,Probably acceptable,Probably acceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,5- Very important,No,NA,NA,Male,NA,30,Undergraduate,NA,"Joseph Sarwa Takar university, Benue Makurdi",Science (including science and technology),2010,90,"Please they should be made availability of research uses, to make sure everyone have an opportunity to personally preform a research,and in group in most cases"
2024-04-05 02:40:33,2024-04-05 02:57:22,IP Address,197.211.58.213,100,1009,True,2024-04-05 02:57:23,R_647yijZljtBSJjg,NA,NA,NA,NA,6.4474,3.3903,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
",NA,4- Agree,NA,NA,NA,NA,NA,NA,NA,2- No,NA,NA,NA,NA,NA,NA,NA,3- Probable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3- It takes too long to publish a registered report compared to traditional publication models,NA,NA,NA,8- Others：,From a friend,4- Willing,1- Strongly unwilling,3- Neutral,4- Inadequate funding and resources for research,NA,9- Ask friends or academic community for help,NA,NA,48,NA,94,NA,NA,NA,61,43,NA,"No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before",7,63,NA,21,NA,NA,80,59,79,NA,Unacceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Unacceptable,Probably acceptable,Unacceptable,Unacceptable,5- Very important,No,NA,NA,Female,NA,27,Other____,Graduate,Benue State University,"Literature (including Journalism and Communication, Linguistics)",I haven't had any relevant practice,7,NA
2024-04-05 02:41:54,2024-04-05 03:17:44,IP Address,102.89.33.246,100,2149,True,2024-04-05 03:17:45,R_4Eg9JwZJjcU03lQ,NA,NA,NA,NA,6.4474,3.3903,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,5- Open Code
(making analysis code publicly available)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",4- Agree,5- Strongly agree,3- Neutral,4- Agree,4- Agree,3- Neutral,3- Neutral,3- Neutral,3- My research doesn't involve this,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),3- My research doesn't involve this,2- No,2- No,3- My research doesn't involve this,3- Probable,2- Low probability,4- High probability,4- High probability,3- Probable,3- Probable,3- Probable,1- Extremely low probability,"3- I want to contribute to advancing new theories in the limited time I have rather than replicating past research,4- Some research questions are very complex and require expertise and skills in many areas, making it more challenging to conduct repetitive studies,9- Institutes and publishers do not have adequate incentives to encourage replication studies, resulting in poor motivation among researchers,10- Replication studies lack financial support",NA,"3- Data sharing will cost lots of time ,4- Sharing data requires manual and cumbersome processes,8- Concern that others will use my data incorrectly or inappropriately, which may lead to misleading results",NA,I am not involved in open code,NA,I am not involved in open peer review,NA,"1- There is no access to learn about registered reports or which journals accept registered reports,2- The number of journals accepting registered reports is low, while the existing registered reports journals do not cover a wide enough range of disciplines,5- I was worried that if I didn't do what was written in the registered report, it would affect my career, which made me quite stressed,8- Submitting a registered report doesn't generate enough returns, and it will cost extra time",NA,"4- Preprints may lead to some academic dishonesty, such as data falsification and plagiarism",NA,"1- Conferences, lectures, etc. on open science,7- Advocacy from supervisors, colleagues or university/college",NA,1- Strongly unwilling,1- Strongly unwilling,3- Neutral,"1- There are language barriers that make communication difficult,2- Differences in academic culture and research practices,3- Legal restrictions on international data sharing and privacy protection issues",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,7- Databases of societies such as the Royal Physical Society database",NA,NA,52,NA,61,NA,50,NA,NA,NA,NA,"Yes, I have done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",2,31,53,29,28,35,NA,32,NA,NA,Probably acceptable,Unacceptable,Probably acceptable,Probably acceptable,Acceptable,Acceptable,Probably acceptable,Probably acceptable,Unacceptable,Unacceptable,5- Very important,"Yes, need human sample",2- Low representativeness,30,Female,NA,25,Other____,NA,Federal Polytechnic Bida,Science (including science and technology),Not remember,45,NA
2024-04-05 03:22:31,2024-04-05 03:32:27,IP Address,41.78.81.190,100,595,True,2024-04-05 03:32:27,R_4poFBjKPznQUUgM,NA,NA,NA,NA,9.0567,7.4969,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand",0- I don't know any of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3- Neutral,1- Strongly unwilling,3- Neutral,9- International differences in science evaluation and incentive mechanisms,NA,1- Literature resources purchased by the university library,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,3- Moderately important,No,NA,NA,Female,NA,25,Postgraduate,NA,UNIBEN,"Management (including Business Management, Public Administration)",I haven't had any relevant practice,18,NA
2024-04-05 02:42:55,2024-04-05 03:34:49,IP Address,197.210.53.86,100,3114,True,2024-04-05 03:34:50,R_2QKlb9uyENxuXgc,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,5- Open Code
(making analysis code publicly available)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
",4- Agree,4- Agree,5- Strongly agree,NA,4- Agree,4- Agree,5- Strongly agree,NA,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),NA,2- No,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),NA,3- Probable,4- High probability,4- High probability,NA,4- High probability,5- Very high probability,5- Very high probability,NA,"1- Replicating the research of others requires raw data or code, but sometimes the data and code may not be publicly available, or the data storage may be irregular and difficult to access,2- The original research methodology was not made public,7- Some authors didn’t like others replicating their research,9- Institutes and publishers do not have adequate incentives to encourage replication studies, resulting in poor motivation among researchers,10- Replication studies lack financial support",NA,NA,NA,"1- I don't know how to share my code; not familiar with the process or the platform to open code,2- There is a lack of long-term code storage solutions, and short-term code storage solutions require frequent maintenance, which is inconvenient",NA,NA,NA,"1- There is no access to learn about registered reports or which journals accept registered reports,2- The number of journals accepting registered reports is low, while the existing registered reports journals do not cover a wide enough range of disciplines,3- It takes too long to publish a registered report compared to traditional publication models",NA,"3- Preprint articles without peer review are less credible and prone to erroneous conclusions affecting public perception and trust,6- Worried that others will see my preprint and rush to publish,11- Most research institutions and universities do not recognise preprints. They cannot be equated with journal papers for graduation, title appraisal and project applications",NA,"7- Advocacy from supervisors, colleagues or university/college",NA,5- Highly willing,1- Strongly unwilling,2- Difficult,"3- Legal restrictions on international data sharing and privacy protection issues,4- Inadequate funding and resources for research,10- Potential impact of political and economic factors on cooperation",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,7- Databases of societies such as the Royal Physical Society database,9- Ask friends or academic community for help",NA,82,52,31,80,68,48,30,41,18,10,"No, I have never done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before",25,30,12,19,45,43,51,84,27,6,Unacceptable,Probably acceptable,Unacceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Unacceptable,4- Important,No,NA,NA,Female,NA,27,Undergraduate,NA,"Federal University of Agriculture, Makurdi",Medicine and Health,2019,4,NA
2024-04-05 03:06:47,2024-04-05 03:41:36,IP Address,197.210.70.224,100,2089,True,2024-04-05 03:41:37,R_2PRhNf1sVeM8Kgp,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
",NA,5- Strongly agree,NA,NA,NA,NA,4- Agree,NA,NA,1- I have done (including as a principal author or participant),NA,NA,NA,NA,2- No,NA,NA,4- High probability,NA,NA,NA,NA,3- Probable,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3- It takes too long to publish a registered report compared to traditional publication models,4- Registered reports would require me to submit a study proposal before the beginning of the study and would limit flexibility,5- I was worried that if I didn't do what was written in the registered report, it would affect my career, which made me quite stressed",NA,NA,NA,"7- Advocacy from supervisors, colleagues or university/college",NA,5- Highly willing,1- Strongly unwilling,5- Very easy,4- Inadequate funding and resources for research,NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB",NA,100,100,NA,NA,50,49,51,79,NA,NA,"Yes, I have done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before",100,67,NA,NA,NA,NA,NA,99,NA,NA,Probably acceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,5- Very important,"Yes, need human sample",5- Very high representativeness,15,Male,NA,25,Postgraduate,NA,"Joseph Sarwuan Tarka University, Makurdi, Nigeria.",Medicine and Health,Not remember,2,No suggestion.
2024-04-05 00:38:59,2024-04-05 04:13:41,IP Address,197.210.70.55,100,12882,True,2024-04-05 04:13:42,R_2qyKmEbQnIfXLLb,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
",NA,NA,4- Agree,NA,NA,NA,NA,NA,NA,NA,1- I have done (including as a principal author or participant),NA,NA,NA,NA,NA,NA,NA,3- Probable,NA,NA,NA,NA,NA,7- Some authors didn’t like others replicating their research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7- Advocacy from supervisors, colleagues or university/college",NA,5- Highly willing,1- Strongly unwilling,1- Very difficult,11- Other reasons,Not aware of researches,"2- Google Scholar, web of science and other free indexing engines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,4- Important,No,NA,NA,Female,NA,29,Postgraduate,NA,Obafemi Awolowo University,Science (including science and technology),2019,100,None
2024-04-05 02:05:18,2024-04-05 04:28:26,IP Address,102.89.22.152,100,8588,True,2024-04-05 04:28:28,R_2m9xStxVDdaTRxD,NA,NA,NA,NA,6.4474,3.3903,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",NA,4- Agree,NA,3- Neutral,NA,NA,4- Agree,5- Strongly agree,NA,1- I have done (including as a principal author or participant),NA,2- No,NA,NA,3- My research doesn't involve this,1- I have done (including as a principal author or participant),NA,5- Very high probability,NA,3- Probable,NA,NA,4- High probability,5- Very high probability,NA,NA,"4- Sharing data requires manual and cumbersome processes,5- The volume of data is too large to upload,8- Concern that others will use my data incorrectly or inappropriately, which may lead to misleading results,10- Sharing sensitive data leads to less privacy, and the inability to anonymise it raises some related issues,12- My supervisor asked me not to share data",NA,NA,NA,"2- Open peer review can be flooded with comments and feedback, causing the review process to become too lengthy,4- Disclosure of the reviewers' identity may lead to reviewers' reluctance to offer controversial opinions or comments, as they may fear that they will be attacked or discredited by others.,5- Some may abuse the opportunity for open peer review to undermine an author's reputation or diminish the credibility of a publication by making offensive or negative comments,6- Some people may be reluctant to provide honest feedback and comments because they want to maintain a positive relationship, so there may be more praise and less criticism, which may affect the quality of the review,8- Open peer review may reveal personal information such as the reviewer's identity, workplace, etc., leading to privacy disclosure issues",NA,"3- It takes too long to publish a registered report compared to traditional publication models,4- Registered reports would require me to submit a study proposal before the beginning of the study and would limit flexibility",NA,NA,NA,"1- Conferences, lectures, etc. on open science",NA,4- Willing,1- Strongly unwilling,3- Neutral,"1- There are language barriers that make communication difficult,3- Legal restrictions on international data sharing and privacy protection issues,4- Inadequate funding and resources for research",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB,7- Databases of societies such as the Royal Physical Society database,8- Write an email to the author requesting the article",NA,88,100,62,20,17,34,22,7,9,16,"No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before",50,100,87,61,52,70,93,80,55,19,Unacceptable,Acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Acceptable,Acceptable,Unacceptable,3- Moderately important,"Yes, need human sample",3- Medium representativeness,35,Male,NA,24,Undergraduate,NA,NA,Science (including science and technology),2018,39,NA
2024-04-05 04:24:27,2024-04-05 04:52:51,IP Address,223.104.42.180,100,1704,True,2024-04-05 04:52:52,R_5K1HUacVWoLhNgL,NA,NA,NA,NA,39.911,116.395,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",4- Agree,3- Neutral,NA,4- Agree,NA,3- Neutral,5- Strongly agree,3- Neutral,1- I have done (including as a principal author or participant),2- No,NA,1- I have done (including as a principal author or participant),NA,2- No,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),3- Probable,4- High probability,NA,4- High probability,NA,3- Probable,4- High probability,5- Very high probability,NA,NA,4- Sharing data requires manual and cumbersome processes,NA,NA,NA,"2- Open peer review can be flooded with comments and feedback, causing the review process to become too lengthy,3- Open peer review may introduce more non-specialists to comment, which may result in reviewers of varying academic calibre, thereby reducing the quality and accuracy of the review.,5- Some may abuse the opportunity for open peer review to undermine an author's reputation or diminish the credibility of a publication by making offensive or negative comments",NA,My studies are not involved in registered reports,NA,"3- Preprint articles without peer review are less credible and prone to erroneous conclusions affecting public perception and trust,4- Preprints may lead to some academic dishonesty, such as data falsification and plagiarism",NA,"1- Conferences, lectures, etc. on open science,2- Social media and blogs such as Twitter, WeChat, etc,3- Open access academic journals and publications, such as PLOS,6- Open science-related tools such as Github,7- Advocacy from supervisors, colleagues or university/college",NA,4- Willing,1- Strongly unwilling,3- Neutral,"2- Differences in academic culture and research practices,4- Inadequate funding and resources for research,10- Potential impact of political and economic factors on cooperation",NA,"2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB,5- Paid access to the journal's official website,8- Write an email to the author requesting the article,9- Ask friends or academic community for help",NA,50,55,60,20,40,55,30,40,50,20,"No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",51,32,45,40,58,43,35,46,35,29,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,4- Important,No,NA,NA,Male,NA,30,Postgraduate,NA,Umaru Musa Yaradua University Katsina,Science (including science and technology),2021,80,NA
2024-04-05 11:10:50,2024-04-05 11:29:52,IP Address,102.89.46.66,100,1141,True,2024-04-05 11:29:53,R_1Ej52eq38dTVWuA,NA,NA,NA,NA,6.4474,3.3903,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","4- Open Data
(making research data publicly available, e.g FAIR data)
",NA,NA,NA,1- Strongly disagree,NA,NA,NA,NA,NA,NA,NA,3- My research doesn't involve this,NA,NA,NA,NA,NA,NA,NA,3- Probable,NA,NA,NA,NA,NA,NA,1- I don't know how to share my data; not familiar with the process or the platform to share the data,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2- Social media and blogs such as Twitter, WeChat, etc",NA,5- Highly willing,1- Strongly unwilling,3- Neutral,"1- There are language barriers that make communication difficult,4- Inadequate funding and resources for research",NA,"2- Google Scholar, web of science and other free indexing engines",NA,82,96,83,55,15,100,97,100,34,63,"No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",61,30,28,83,100,73,74,92,100,68,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Probably acceptable,Probably acceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,3- Moderately important,"Yes, need human sample",5- Very high representativeness,53,Male,NA,29,Postgraduate,NA,"Ahmadu Bello University, Zaria","Management (including Business Management, Public Administration)",2022,70,NA
2024-04-05 11:23:43,2024-04-05 11:34:36,IP Address,129.205.113.183,100,653,True,2024-04-05 11:34:37,R_3NHUnkR7J8Y2UP5,NA,NA,NA,NA,10,8,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
",NA,NA,NA,NA,NA,NA,4- Agree,NA,NA,NA,NA,NA,NA,NA,1- I have done (including as a principal author or participant),NA,NA,NA,NA,NA,NA,NA,4- High probability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1- Conferences, lectures, etc. on open science,2- Social media and blogs such as Twitter, WeChat, etc,5- Publications containing open science theory and practice",NA,5- Highly willing,1- Strongly unwilling,2- Difficult,"2- Differences in academic culture and research practices,4- Inadequate funding and resources for research,5- Challenges of policy or administrative constraints on international cooperation,9- International differences in science evaluation and incentive mechanisms,10- Potential impact of political and economic factors on cooperation",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,3- Professional paid academic databases such as Wanfang, and CQVIP (not purchased by the university, individual payment required),5- Paid access to the journal's official website",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,Acceptable,Acceptable,Acceptable,Probably acceptable,Unacceptable,Unacceptable,Probably acceptable,Probably acceptable,Unacceptable,4- Important,"Yes, need human sample",3- Medium representativeness,65,Male,NA,32,Tutor,NA,"Imo state University,",Science (including science and technology),2019,58,NA
